@URI,@support,@types,@surfaceForm,@offset,@similarityScore,@percentageOfSecondRank,paragraph,wikiPageID,artistName
http://dbpedia.org/resource/Bandleader,903,,bandleader,130,1.0,3.1445602069539607E-15,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Trombone,9672,,trombonist,94,1.0,0.0,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Elmer_Fudd,725,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter",Elmer,478,0.9999999999954525,3.4015402323472886E-12,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Arrangement,8426,,arranger,106,0.9999999956976353,2.2289562018507585E-9,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/World_War_II,264630,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:MilitaryConflict",World War II,783,0.9999996564679939,3.102223661484885E-7,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/United_States_Army,56776,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q176799,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:MilitaryUnit",Army,821,0.9999994279425481,2.3799876072377874E-7,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Paris,144662,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Paris,876,0.9999917112809453,8.288787771049383E-6,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Gibson_Kalamazoo,225,,Kalamazoo,427,0.9999672323461221,1.8022248858384232E-5,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Alton_railway_station,94,"Wikidata:Q719456,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Infrastructure,DBpedia:ArchitecturalStructure,DBpedia:Station",Alton,0,0.9996948575642158,1.4241597899688775E-4,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Glenn_Miller_Orchestra,279,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q215380,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:MusicGroup,DBpedia:Organisation,DBpedia:Group,DBpedia:Agent,DBpedia:Band",Glenn Miller,551,0.9996934746247078,3.066193618662564E-4,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/United_States,553539,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,76,0.9995931144873983,2.13918156543095E-4,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Swing_music,2113,"Wikidata:Q188451,DUL:Concept,DBpedia:TopicalConcept,DBpedia:Genre,DBpedia:MusicGenre",swing era,148,0.9944117239820464,0.005619680342922245,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/United_States_Army,56776,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q176799,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:MilitaryUnit",U.S. military,742,0.9680993412381022,0.03295179296577004,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Miller_Brewing_Company,602,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Miller,711,0.8968110496078189,0.060356201522327436,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
http://dbpedia.org/resource/Songwriter,8820,,composer,116,0.8371309547987954,0.18784519293357896,"Alton Glenn Miller (March 1, 1904 – disappeared December 15, 1944) was an American big-band trombonist, arranger, composer, and bandleader in the swing era. He was the best-selling recording artist from 1939 to 1942, leading one of the best-known big bands. Miller's recordings include ""In the Mood"", ""Moonlight Serenade"", ""Pennsylvania 6-5000"", ""Chattanooga Choo Choo"", ""A String of Pearls"", ""At Last"", ""(I've Got a Gal In) Kalamazoo"", ""American Patrol"", ""Tuxedo Junction"", ""Elmer's Tune"", ""Little Brown Jug"" and ""Anvil Chorus"". In just four years Glenn Miller scored 16 number-one records and 69 top ten hits—more than Elvis Presley (38 top 10s) and the Beatles (33 top 10s) did in their careers.In 1942, Miller volunteered to join the U.S. military to entertain troops during World War II, ending up with the U.S. Army Air Forces. On December 15, 1944, while flying to Paris, Miller's aircraft disappeared in bad weather over the English Channel. He was posthumously awarded the Bronze Star Medal.
",64610,Glenn_Miller
