locationEntitiy,locationKeyWords,peopleEntity,peopleKeyWords,person,sentence
0,[],0,[],9039,"In his final recordings, made with his Nouvelle Quintette in the last few months of his life, he had begun moving in a new musical direction, in which he assimilated the vocabulary of bebop and fused it with his own melodic style.On 16 May 1953, while walking from the Gare de Fontainebleau–Avon Station after playing in a Paris club, he collapsed outside his house from a brain hemorrhage."
0,[],0,[],9039,"It was a Saturday, and it took a full day for a doctor to arrive."
0,[],0,[],9039,"He played mainly with a plectrum for maximum volume and attack (particularly in the 1920s-early 30s when amplification in venues was minimal or non-existent), although he could also play fingerstyle on occasion, as evidenced by some recorded introductions and solos."
0,[],0,[],9039,"Playing completely by ear (he could neither read nor write music), he roamed freely across the full range of the fretboard giving full flight to his musical imagination and could play with ease in any key."
0,[],0,[],9039,=== Final years ===
0,[],0,[],9039,These performances drew large audiences.
0,[],0,[],9039,"In France, they were used as slave labour on farms and in factories."
0,[],0,[],9039,"A new generation of French Jazz enthusiasts, the Zazous, had arisen and swollen the ranks of the Hot Club."
0,[],0,[],9039,"In addition to the increased interest, many American musicians based in Paris during the thirties had returned to the US at the beginning of the war, leaving more work for French musicians."
0,[],0,[],9039,"Using an early amplification system, he was able to work in more of a big-band format, in large ensembles with horn sections."
0,[],0,[],9039,"He also experimented with classical composition, writing a Mass for the Gypsies and a symphony."
0,[],0,[],9039,"Severe rationing was in place, and members of Django's circle were being captured by the Nazis or joining the resistance."
0,[],0,[],9039,"During a concert at the Salle Pleyel, the popularity of the song was such that the crowd made him replay it three times in a row."
0,[],0,[],9039,=== United States tour ===
0,[],0,[],9039,"His hugely innovative technique included, on a grand scale, such unheard of devices as melodies played in octaves, tremolo chords with shifting notes that sounded like whole horn sections, a complete array of natural and artificial harmonics, highly charged dissonances, super-fast chromatic runs from the open bass strings to the highest notes on the 1st string, an unbelievably flexible and driving right-hand, two and three octave arpeggios, advanced and unconventional chords and a use of the flattened fifth that predated be-bop by a decade."
0,[],0,[],9039,== Family ==
0,[],0,[],9039,He followed the Romani lifestyle and was relatively little recorded.
0,[],0,[],9039,== Legacy ==
0,[],0,[],9039,"Reinhardt is regarded as one of the greatest guitar players of all time, and the first important European jazz musician to make a major contribution with jazz guitar."
0,[],0,[],9039,"Django is on top form; full of new ideas that are executed with amazing fluidity, cutting angular lines that always retain that ferocious swing."
0,[],0,[],9039,"In the fifties, bebop superseded swing in jazz, rock and roll took off, and electric instruments became dominant in popular music."
0,[],0,[],9039,"Since the mid-sixties, there has been a revival of interest in Reinhardt's music, a revival that has extended into the 21st century, with annual festivals and periodic tribute concerts."
0,[],0,[],9039,=== Tributes ===
0,[],0,[],9039,was released in 2005.
0,[],0,[],9039,The live cuts from Club St. Germain in February 1951 are a revelation.
0,[],0,[],9039,I believe he should be rated much more highly as a be-bop guitarist.
0,[],0,[],9039,"For chords he developed a novel system based largely around 3-note chords, each of which could serve as the equivalent of several conventional chords in different inversions; for the treble notes he could employ his ring and little fingers to fret the relevant high strings even though he could not articulate these fingers independently, while in some chords he also employed his left hand thumb on the lowest string."
0,[],0,[],9039,"Within his rapid melodic runs he frequently incorporated arpeggios, which could be played using 2 notes per string (played with his 2 ""good"" fingers, being his index and middle fingers) while shifting up or down the fingerboard, as opposed to the more conventional ""box"" approach of moving across strings within a single fretboard position (location)."
0,[],0,[],9039,"He also produced some of his characteristic ""effects"" by moving a fixed shape (such as a diminished chord) rapidly up and down the fretboard, resulting in what one writer has called ""intervallic cycling of melodic motifs and chords""."
0,[],0,[],9039,"First of all, his instrumental technique is vastly superior to that of all other jazz guitarists."
0,[],0,[],9039,This technique permits him to play with an inconceivable velocity and makes his instrument completely versatile.
0,[],0,[],9039,"Though his virtuosity is stupefying, it is no less so than his creative invention."
0,[],0,[],9039,"In his solos [...] his melodic ideas are sparkling and ravishing, and their abundance scarcely gives the listener time to catch his breath."
0,[],0,[],9039,"Django's ability to bend his guitar to the most fantastic audacities, combined with his expressive inflections and vibrato, is no less wonderful; one feels an extraordinary flame burning through every note."
0,[],0,[],9039,"His relative association of experience, reinforced by a profound rational knowledge of his instrument; the guitar's possibilities and limitations; his love for music and the expression of it—all are a necessary adjunct to the means of expressing these emotions."
0,[],0,[],9039,"Django's guitar playing always has so much personality in it, and seems to contain such joy and feeling that it is infectious."
0,[],0,[],9039,"He also pushes himself to the edge nearly all the time, and rides a wave of inspiration that sometimes gets dangerous."
0,[],0,[],9039,Even the few times he does not quite make his ideas flow out flawlessly it is still so exciting that mistakes don't matter!
0,[],0,[],9039,"Django's seemingly never-ending bag of licks, tricks and colors always keep the song interesting, and his intensity level is rarely met by any guitarist."
0,[],0,[],9039,"Django's technique was not only phenomenal, but it was personal and unique to him due to his handicap."
0,[],0,[],9039,"It is very difficult to achieve the same tone, articulation and clarity using all 5 left hand fingers."
0,[],0,[],9039,"It is possible to get closer with only 2 fingers, but again is quite challenging."
0,[],0,[],9039,"With the addition of amplification, his playing became more linear and ""horn like"", with the greater facility of the amplified instrument for longer sustain and to be heard in quiet passages, and in general less reliance on his gypsy ""bag of tricks"" as developed for his acoustic guitar style (also, in some of his late recordings, with a very different supporting group context from his ""classic"", pre-war Quintette sound)."
0,[],0,[],9039,"Whilst his solos became less chordal and his lines more Christian-like, he retained his originality."
0,[],0,[],9039,"Reinhardt is celebrated annually in the village of Liberchies, his birthplace.Numerous musicians have written and recorded tributes to Reinhardt."
0,[],0,[],9039,The group was among the first to play jazz that featured the guitar as a lead instrument.
0,[],0,[],9039,The son eventually took the surname of his mother's new husband.
0,[],0,[],9039,=== Discovery of jazz ===
0,[],0,[],9039,"He had no definite goals, living a hand-to-mouth existence,  spending his earnings as quickly as he made them."
0,[],0,[],9039,"Soon thereafter, the couple split up."
0,[],0,[],9039,=== Formation of the quintet ===
0,[],0,[],9039,"He used three guitarists along with an accordion lead, violin, and bass."
0,[],0,[],9039,"In both years the great majority of their recordings featured a wide variety of horns, often in multiples, piano, and other instruments, but the all-string instrumentation is the one most often adopted by emulators of the Hot Club sound."
0,[],0,[],9039,A few weeks later the quintet played at the London Palladium.
0,[],0,[],9039,=== Second World War ===
0,[],0,[],9039,"When World War II broke out, the original quintet was on tour in the United Kingdom."
0,[],0,[],9039,Doctors believed that he would never play guitar again.
0,[],0,[],9039,"Over the last few decades, annual Django festivals have been held throughout Europe and the U.S., and a biography has been written about his life."
0,[],0,[],9039,== Biography ==
0,[],0,[],9039,=== Early life ===
0,[],0,[],9039,He became adept at stealing chickens.
0,[],0,[],9039,His father reportedly played music in a family band comprising himself and seven brothers; a surviving photograph shows this band including his father on piano.
0,[],0,[],9039,At the age of 12 he received a banjo-guitar as a gift.
0,[],0,[],9039,=== Marriage and injury ===
0,[],0,[],9039,The following year he recorded for the first time.
0,[],0,[],9039,"He knocked over a candle, which ignited the extremely flammable celluloid that his wife used to make artificial flowers."
0,[],0,[],9039,The wagon was quickly  engulfed in flames.
0,[],0,[],9039,"During his 18-month hospitalization, doctors recommended amputation for his badly damaged right leg."
0,[],0,[],9039,He died suddenly of a stroke in 1953 at the age of 43.
0,[],1,['Django'],9039,"In February 2017, the Berlin International Film Festival held the world premiere of the French film Django."
0,[],1,"['Frank Vignola', 'Reinhardt']",9039,Jazz guitarist Frank Vignola claims that nearly every major popular-music guitarist in the world has been influenced by Reinhardt.
0,[],1,['Reinhardt'],9039,"Reinhardt's most popular compositions have become standards within gypsy jazz, including ""Minor Swing"", ""Daphne"", ""Belleville"", ""Djangology"", ""Swing '42"", and ""Nuages""."
0,[],1,"['Reinhardt', 'Coleman Hawkins', 'Benny Carter', 'Duke Ellington']",9039,"Reinhardt recorded in France with many visiting American musicians, including Coleman Hawkins and Benny Carter, and briefly toured the United States with Duke Ellington's orchestra in 1946."
0,[],1,"['Stéphane Grappelli', 'Reinhardt', 'Hot Club']",9039,"He was the first major jazz talent to emerge from Europe and remains the most significant.With violinist Stéphane Grappelli, Reinhardt formed the Paris-based Quintette du Hot Club de France in 1934."
0,[],1,['Jean Reinhardt'],9039,"Jean Reinhardt (23 January 1910 – 16 May 1953), known to all by his Romani nickname Django (French: [dʒãŋɡo ʁɛjnaʁt] or [dʒɑ̃ɡo ʁenɑʁt]), was a Belgian-born Romani-French jazz guitarist and composer."
0,[],1,"['Reinhardt', 'Manouche Romani']",9039,"Reinhardt was born on 23 January 1910 in Liberchies, Pont-à-Celles, Belgium, into a Belgian family of Manouche Romani descent."
0,[],1,['Jean Eugene Weiss'],9039,"His father was Jean Eugene Weiss, but domiciled in Paris with his wife, he went by Jean-Baptiste Reinhardt, his wife's surname, to avoid French military conscription."
0,[],1,"['Jean Reinhart', 'Jean Baptiste Reinhart', 'Reinhardt', 'Romani', 'Jean']",9039,"The birth certificate refers to ""Jean Reinhart, son of Jean Baptiste Reinhart, artist, and Laurence Reinhart, housewife, domiciled in Paris"".A number of authors have repeated the claim that Reinhardt's nickname, Django, is Romani for ""I awake""; however, it may also simply have been a diminutive, or local Walloon version, of ""Jean""."
0,[],1,"['Eddie Lang', 'Grappelli']",9039,The swinging sound of Venuti's jazz violin and Eddie Lang's virtuosic guitar anticipated the more famous sound of Reinhardt and Grappelli's later ensemble.)
0,[],1,"['Grappelli', 'Paul Whiteman', 'Joe Venuti']",9039,"(In 1928, Grappelli was a member of the orchestra at the Ambassador Hotel while bandleader Paul Whiteman and Joe Venuti were performing there."
0,[],1,"['Émile Savitry', 'Louis Armstrong', 'Duke Ellington', 'Joe Venuti', 'Eddie Lang']",9039,"After having played a broad spectrum of music, he was introduced to American jazz by an acquaintance, Émile Savitry, whose record collection included such musical luminaries as Louis Armstrong, Duke Ellington, and Joe Venuti and Eddie Lang."
0,[],1,"['Naguine', 'Reinhardt', 'Reinhardt']",9039,"Nicknamed ""Naguine,"" she and Reinhardt were distant cousins.During the years after the fire, Reinhardt was rehabilitating and experimenting on the guitar that his brother had given him."
0,[],1,['Sophie Ziegler'],9039,"Accompanying him on his travels was his new girlfriend, Sophie Ziegler."
0,[],1,['Reinhardt'],9039,"After parting from his wife and son, Reinhardt traveled throughout France, getting occasional jobs playing music at small clubs."
0,[],1,['Lousson Baumgartner'],9039,"As Lousson Baumgartner, the son himself became an accomplished musician who would go on to record with his biological father."
0,[],1,"['Reinhardt', 'Bella Mayer', 'Henri', 'Lousson']",9039,"While he never regained the use of those two fingers, Reinhardt regained his musical mastery by focusing on his left index and middle fingers, using the two injured fingers only for chord work.Within a year of the fire, in 1929, Bella Mayer gave birth to their son, Henri ""Lousson"" Reinhardt."
0,[],1,"['Reinhardt', 'Joseph Reinhardt']",9039,"Reinhardt applied himself intensely to relearning his craft, however, making use of a new guitar bought for him by his brother, Joseph Reinhardt, who was also an accomplished guitarist."
0,[],1,"['Reinhardt', 'Reinhardt']",9039,"Reinhardt refused the surgery and was eventually able to walk with the aid of a cane.More crucial to his music, the fourth finger (ring finger) and fifth finger (pinky) of Reinhardt's left hand were badly burned."
0,[],1,['Reinhardt'],9039,"The couple escaped, but Reinhardt suffered extensive burns over half his body."
0,[],1,['Reinhardt'],9039,"On the night of 2 November 1928, Reinhardt was going to bed in the wagon that he and his wife shared in the caravan."
0,[],1,"['Hylton', 'Reinhardt', 'Reinhardt']",9039,"Hylton offered him a job on the spot, and Reinhardt accepted.Before he had a chance to start with the band, however, Reinhardt nearly died."
0,[],1,['Jack Hylton'],9039,"His name was now drawing international attention, such as from British bandleader Jack Hylton, who came to France just to hear him play."
0,[],1,"['Reinhardt', 'Maurice Alexander', 'Jean Vaissade', 'Victor Marceau', 'Maurice Chaumel']",9039,"On these recordings, made in 1928, Reinhardt plays the ""banjo"" (actually the banjo-guitar) accompanying the accordionists Maurice Alexander, Jean Vaissade and Victor Marceau, and the singer Maurice Chaumel."
0,[],1,"['Reinhardt', 'Florine']",9039,"At the age of 17, Reinhardt married Florine ""Bella"" Mayer, a girl from the same Romani settlement, according to Romani custom (although not an official marriage under French law)."
0,[],1,"['Jazz', 'Billy']",9039,"At this time, he had not started playing Jazz, although he had probably heard and been intrigued by, the version of jazz played by American expatriate bands like Billy Arnold'sHe received little formal education and acquired the rudiments of literacy only in adult life."
0,[],1,"['Reinhardt', 'Joseph']",9039,"Reinhardt was able to make a living playing music by the time he was 15, busking in cafés, often with his brother Joseph."
0,[],1,"['Jean', 'Castro', 'Auguste', 'Guiligou']",9039,"He quickly learned to play, mimicking the fingerings of musicians he watched, who would have included local virtuoso players of the day such as Jean ""Poulette"" Castro and Auguste ""Gusti"" Malha, as well as from his uncle Guiligou, who played violin, banjo and guitar."
0,[],1,['Reinhardt'],9039,"Reinhardt was attracted to music at an early age, first playing the violin."
0,[],1,['Reinhardt'],9039,"Reinhardt spent most of his youth in Romani encampments close to Paris, where he started playing the violin, banjo and guitar."
0,[],1,['Laurence Reinhardt'],9039,"His mother, Laurence Reinhardt, was a dancer."
0,[],1,"['Reinhardt', 'Stéphane Grappelli']",9039,"Hearing their music triggered in Reinhardt a vision and goal of becoming a jazz professional.While developing his interest in jazz, Reinhardt met Stéphane Grappelli, a young violinist with similar musical interests."
0,[],1,['Grappelli'],9039,"He and Grappelli frequently jammed together, accompanied by a loose circle of other musicians.Reinhardt acquired his first Selmer guitar in the mid-1930s."
0,[],1,"['Joseph', 'Roger Chaput', 'Louis Vola']",9039,"It became the most accomplished and innovative European jazz group of the period.Reinhardt's brother Joseph and Roger Chaput also played on guitar, and Louis Vola was on bass."
0,[],1,"['Reinhardt', 'Django']",9039,"A distant relative, violinist Schnuckenack Reinhardt, became known in Germany as a performer of gypsy music and gypsy jazz up to his death in 2006, and also assisted in keeping Reinhardt's legacy alive through the period following Django's death."
0,[],1,"['Dallas Baumgartner', 'Lousson']",9039,"Dallas Baumgartner, a great-grandson by Lousson, is a guitarist who travels with the Romani and keeps a low public profile."
0,[],1,"['David Reinhardt', 'Reinhardt', 'Babik']",9039,"A third generation of direct descendants has developed as musicians: David Reinhardt, Reinhardt's grandson (by his son Babik), leads his own trio."
0,[],1,"['Joseph', 'Markus Reinhardt']",9039,Joseph's son Markus Reinhardt is a violinist in the Romani style.
0,[],1,"['Reinhardt', 'Joseph']",9039,"After Reinhardt died, his younger brother Joseph at first swore to abandon music, but he was persuaded to perform and record again."
0,[],1,"['Reinhardt', 'Babik']",9039,"Reinhardt's second son, Babik, became a guitarist in a more contemporary jazz style, and recorded a number of albums before his death in 2001."
0,[],1,['Henri'],9039,"Henri Baumgartner), played jazz in a mostly bebop style in the 1950s and 1960s."
0,[],1,['Reinhardt'],9039,"Reinhardt's first son, Lousson (a.k.a."
0,[],1,['Christian'],9039,"His infallible technique, his daring, 'on the edge' improvisations coupled with his vastly advanced harmonic sense, took him to musical heights that Christian and many other Bop musicians never came near."
0,[],1,['Django'],9039,"Although Django was twenty years older than the rest of the band, he was completely in command of the modern style."
0,[],1,['Hubert Fol'],9039,"Early in 1951, armed with his amplified Maccaferri – which he used to the very end – he put together a new band of the best young modern musicians in Paris; including Hubert Fol, an altoist in the Charlie Parker mould."
0,[],1,"['Wayne Jefferies', 'Django']",9039,"Wayne Jefferies, in his article ""Django's Forgotten Era"", writes:"
0,[],1,"['Grappelli', 'Reinhardt', 'Biréli Lagrène']",9039,"These ""electric period"" Reinhardt recordings have in general received less popular re-release and critical analysis than his pre-war releases (the latter also extending to the period from 1940 to 1945 when Grappelli was absent, which included some of his most famous compositions such as ""Nuages""), but are also a fascinating area of Reinhardt's work to study, and have begun to be revived by players such as the Rosenberg Trio (with their 2010 release ""Djangologists"") and Biréli Lagrène."
0,[],1,['Reinhardt'],9039,"In his later style (c.1946 onwards) Reinhardt began to incorporate more bebop influences in his compositions and improvisations, also fitting a Stimer electric pickup to his acoustic guitar."
0,[],1,['Django'],9039,"Probably the thing about this music that makes it always challenging and exciting to play is that Django raised the bar so high, that it is like chasing genius to get close to his level of playing."
0,[],1,['John Jorgenson'],9039,Django-style enthusiast John Jorgenson has been quoted as saying:
0,[],1,"['Reinhardt', 'Nevertheless', 'Reinhardt']",9039,Reinhardt set new standards by an almost incredible and hitherto unthought-of technique ... His ideas have a freshness and spontaneity that are at once fascinating and alluring ... [Nevertheless] The characteristics of Reinhardt's music are primarily emotional.
0,[],1,"['Billy Neil', 'Gates']",9039,"Writing in 1945, Billy Neil and E. Gates stated that"
0,[],1,['Hugues Panassié'],9039,"Meanwhile, Hugues Panassié, in his 1942 book The Real Jazz, wrote:"
0,[],1,['Le Jazz Hot'],9039,"For an unsurpassed insight into these techniques in use, interested persons should not miss viewing the only known synchronised (sound and vision) footage of Reinhardt in performance, playing on an instrumental version of the song ""J'Attendrai"" for the short jazz film Le Jazz Hot in 1938–39 (copies available on YouTube and elsewhere)."
0,[],1,['Reinhardt'],9039,Because of his damaged left hand (his ring and pinky fingers helped little in his playing) Reinhardt had to extensively modify both his chordal and melodic approach.
0,[],1,['Frank'],9039,"During his career he wrote nearly 100 songs, according to jazz guitarist Frank Vignola.Using a Selmer Guitar in the mid-1930s, his style took on new volume and expressiveness."
0,[],1,['Django'],9039,"Add to all this Django's staggering harmonic and melodic concept, huge sound, pulsating swing, sense of humour and sheer speed of execution, and it is little wonder that guitar players were knocked sideways upon their first encounter with this full-blown genius."
0,[],1,['Reinhardt'],9039,"Despite his physical disability, he played mainly using his index and middle fingers, and invented a distinctive style of jazz guitar.For about a decade after Reinhardt's death, interest in his musical style was minimal."
0,[],1,"['Byrd', 'Reinhardt']",9039,"In fact, Byrd, who lived from 1925 to 1999, said that Reinhardt was his primary influence."
0,[],1,"['Stéphane Wrembel', 'Django Reinhardt']",9039,"""French jazz guitarist currently living in the US, Stéphane Wrembel has been centering his music on the study of Django Reinhardt's compositions."
0,[],1,"['Andrew', 'Camel', 'Nelson', 'Django']",9039,"Andrew Latimer, of the band Camel, has stated that he was influenced by Reinhardt.Willie Nelson has been a lifelong Reinhardt fan, stating in his memoir, ""This was a man who changed my musical life by giving me a whole new perspective on the guitar and, on an even more profound level, on my relationship with sound...During my formative years, as I listened to Django's records, especially songs like 'Nuages' that I would play for the rest of my life, I studied his technique."
0,[],1,"['Denny', 'Jimmy McCulloch', 'Paul McCartney', 'Wings']",9039,"Denny Laine and Jimmy McCulloch, members of Paul McCartney's band Wings, have mentioned him as an inspiration."
0,[],1,['Django'],9039,I really haven't heard it anywhere but with Django.
0,[],1,['Django'],9039,"There's a lot of guys that play fast and a lot of guys that play clean, and the guitar has come a long way as far as speed and clarity go, but nobody plays with the whole fullness of expression that Django has."
0,[],1,['Garcia'],9039,Garcia was quoted in June 1985 in Frets Magazine:
0,[],1,"['Jeff', 'Beck', 'Reinhardt', 'Jerry Garcia', 'Black Sabbath', 'Tony Iommi', 'Reinhardt']",9039,"Jeff Beck described Reinhardt as ""by far the most astonishing guitar player ever"" and ""quite superhuman"".Grateful Dead's Jerry Garcia and Black Sabbath's Tony Iommi, both of whom lost fingers in accidents, were inspired by Reinhardt's example of becoming an accomplished guitar player despite his injuries."
0,[],1,['Reinhardt'],9039,Many guitar players and other musicians have expressed admiration for Reinhardt or have cited him as a major influence.
0,[],1,"['Django Main', 'Salva Rubio', 'Dupuis']",9039,"In coincidence with the 110th anniversary in 2020 of Django's birth, a graphic novel depicting his youth years was published under the title ""Django Main de Feu"", by writer Salva Rubio and artist Efa through Belgian publisher Dupuis."
0,[],1,"['Jessica', 'Dickey Betts', 'Django', 'Lennon', 'Django']",9039,"The Allman Brothers Band song ""Jessica"" was written by Dickey Betts in tribute to Reinhardt.Ramelton, Co. Donegal, Ireland, each year hosts a festival in tribute to Django called ""Django sur Lennon"" or ""Django on the Lennon"" the Lennon being the name of the local river that runs through the village."
1,['Modern Jazz'],1,['John Lewis'],9039,"The jazz standard ""Django"" (1954) was composed by John Lewis of the Modern Jazz Quartet in honour of Reinhardt."
0,[],1,['George Wein'],9039,The festival was organized by George Wein.
0,[],1,"['Grappelli', 'Benny Carter', 'Mike Peters']",9039,"Performers included Grappelli, Benny Carter, and Mike Peters with his group of seven musicians."
0,[],1,"['Jamie Kastner', 'Avery Fisher Hall']",9039,"The hour-long film was directed and written by Jamie Kastner, who traveled throughout the world to show the influence of Django's music in various countries.In 1984 the Kool Jazz Festival, held in Carnegie Hall and Avery Fisher Hall, was dedicated entirely to Reinhardt."
0,[],1,"['Reinhardt', 'Rosenberg Trio', 'Stochelo']",9039,"Reinhardt's music was re-recorded for the film by the Dutch jazz band Rosenberg Trio with lead guitarist Stochelo Rosenberg.The documentary film, Djangomania!"
0,[],1,['Django'],9039,"The movie covers Django's escape from Nazi-occupied Paris in 1943 and the fact that even under ""constant danger, flight and the atrocities committed against his family"", he continued composing and performing."
0,[],1,['Etienne Comar'],9039,"In February 2017, the Berlin International Film Festival held the world premiere of Django, a French film directed by Etienne Comar."
0,[],1,"['Gypsy', 'Allen', 'Sweet', 'Reinhardt']",9039,"The popularity of gypsy jazz has generated an increasing number of festivals, such as the Festival Django Reinhardt held every last weekend of June since 1983 in Samois-sur-Seine (France), the various DjangoFests held throughout Europe and the US, and Django in June, an annual camp for Gypsy jazz musicians and aficionados.Woody Allen's film Sweet and Lowdown (1999), the story of a Django Reinhardt-like character, mentions Reinhardt and includes actual recordings in the film."
0,[],1,"['Grisman', 'Django Reinhardt']",9039,"Grisman adds, ""As far as I'm concerned, no one since has come anywhere close to Django Reinhardt as an improviser or technician."""
0,[],1,"['Louis Armstrong', 'Duke Ellington', 'Reinhardt']",9039,"But in jazz, Louis Armstrong was a genius, Duke Ellington was another one, and Reinhardt was also."""
0,[],1,"['Guitarist', 'Mike Peters']",9039,"Guitarist Mike Peters notes that ""the word 'genius' is bantered about too much."
0,[],1,"['Julian Bream', 'Chet Atkins', 'Charlie Byrd', 'Wes Montgomery']",9039,"His devotees included classical guitarist Julian Bream and country guitarist Chet Atkins, who considered him one of the ten greatest guitarists of the twentieth century.Jazz guitarists in the U.S., such as Charlie Byrd and Wes Montgomery, were influenced by his style."
0,[],1,['Django'],9039,"It wasn't until 1938, and the Quintet's first tour of England, that guitarists [in the U.K.] were able to witness Django's amazing abilities."
0,[],1,"['Quintette', 'Ian Cruickshank']",9039,"Guitarists, particularly in Britain and the United States, could scarcely believe what they heard on the records that the Quintette was making; guitarist, gypsy jazz enthusiast and educator Ian Cruickshank writes:"
0,[],1,['Reinhardt'],9039,"Despite his left hand handicap, Reinhardt was able to recapture (in modified form) and then surpass his previous level of proficiency on the guitar (by now his main instrument), not only as a lead instrumental voice but also as a driving and harmonically interesting rhythm player; his virtuosity, incorporating many gypsy-derived influences, was also matched with a superb sense of melodic invention as well as general musicality in terms of choice of notes, timing, dynamics, and utilizing the maximum tonal range from an instrument previously thought of by many critics as potentially limited in expression."
0,[],1,['Rhythm Futur'],9039,"His modernist piece ""Rhythm Futur"" was also intended to be acceptable to the Nazis."
0,[],1,['Reinhardt'],9039,"Since he did not read music, Reinhardt worked with an assistant to notate what he was improvising."
0,[],1,['Reinhardt'],9039,Reinhardt expanded his musical horizons during this period.
0,[],1,['Reinhardt'],9039,"Reinhardt was the most famous jazz musician in Europe at the time, working steadily during the early war years and earning a great deal of money, yet always under threat."
0,[],1,"['Jazz', 'Andy Fry', 'Radio France', 'Vichy France', 'Radio Paris']",9039,"Official policy towards Jazz was much less strict in occupied France, according to author Andy Fry, with jazz music frequently played on both Radio France, the official station of Vichy France, and Radio Paris, controlled by the Germans."
0,[],1,['Goebbels'],9039,"Nonetheless, Goebbels stopped short of a complete ban on Jazz, which now had many fans in Germany and elsewhere."
0,[],1,"['Joseph Goebbels', 'Jazz']",9039,"During the Holocaust an estimated 600,000 to 1.5 million Romani throughout Europe were eventually killed.Hitler and Joseph Goebbels viewed Jazz as un-German counterculture."
0,[],1,['Romani'],9039,"During the war, Romani were systematically killed in concentration camps."
0,[],1,"['Gypsy ID', 'David', 'Jews']",9039,"Romani men were required to wear a brown Gypsy ID triangle sewn on their chest, similar to the pink triangle that homosexuals wore, and much like the yellow Star of David that Jews had to subsequently wear."
0,[],1,['Romani'],9039,"Beginning in 1933, all German Romani were barred from living in cities, herded into settlement camps, and routinely sterilized."
0,[],1,"['Reinhardt', 'Hubert', 'Reinhardt']",9039,"Reinhardt re-formed the quintet, with Hubert Rostaing on clarinet replacing Grappelli.While he tried to continue with his music, war with the Nazis presented Reinhardt with a potentially catastrophic obstacle, as he was a Romani jazz musician."
0,[],1,['Grappelli'],9039,Grappelli remained in the United Kingdom for the duration of the war.
0,[],1,['Reinhardt'],9039,"Reinhardt returned to Paris at once, leaving his wife in the UK."
0,[],1,"['Cantor', 'Reinhardt']",9039,"When their set ended, Cantor rose to his feet, then went up on stage and kissed Reinhardt's hand, paying no concern to the audience."
0,[],1,['Eddie Cantor'],9039,"While playing, he noticed American film actor Eddie Cantor in the front row."
0,[],1,"['Reinhardt', 'Grappelli', 'Reinhardt']",9039,"Also in the neighborhood was the artistic salon R-26, at which Reinhardt and Grappelli performed regularly as they developed their unique musical style.In 1938, Reinhardt's quintet played to thousands at an all-star show held in London's Kilburn State auditorium."
